Province,Municipality,Barangay,2020 Population,brgy_code
Southern Leyte,Libagon,Punta,0.246,PH086405012
Southern Leyte,Libagon,Talisay,1.106,PH086405013
Southern Leyte,Libagon,Tigbao,1.976,PH086405014
Southern Leyte,Liloan,Amaga,0.452,PH086406001
Southern Leyte,Liloan,Anilao,1.131,PH086406002
Southern Leyte,Liloan,Bahay,0.486,PH086406003
Southern Leyte,Liloan,Cagbungalon,0.64,PH086406004
Southern Leyte,Liloan,Calian,0.951,PH086406005
Southern Leyte,Liloan,Caligangan,1.293,PH086406006
Southern Leyte,Liloan,Candayuman,0.413,PH086406007
Southern Leyte,Liloan,Estela,0.944,PH086406008
Southern Leyte,Liloan,Gud-An,0.365,PH086406009
Southern Leyte,Liloan,Guintoylan,1.113,PH086406010
Southern Leyte,Liloan,Himayangan,2.276,PH086406011
Southern Leyte,Liloan,Ilag,1.41,PH086406012
Southern Leyte,Liloan,Magaupas,0.965,PH086406013
Southern Leyte,Liloan,Malangsa,0.486,PH086406014
Southern Leyte,Liloan,Pres. Quezon (Maugoc),0.81,PH086406015
Southern Leyte,Liloan,Molopolo,0.91,PH086406016
Southern Leyte,Liloan,Pandan,0.756,PH086406017
Southern Leyte,Liloan,Poblacion,3.558,PH086406018
Southern Leyte,Liloan,President Roxas,0.719,PH086406019
Southern Leyte,Liloan,San Isidro,0.919,PH086406020
Southern Leyte,Liloan,San Roque,2.397,PH086406021
Southern Leyte,Liloan,Tabugon,0.774,PH086406022
Southern Leyte,Liloan,Catig,0.093,PH086406023
Southern Leyte,Liloan,Fatima,0.939,PH086406024
Southern Leyte,City Of Maasin,Abgao,2.51,PH086407001
Southern Leyte,City Of Maasin,Asuncion,5.063,PH086407002
Southern Leyte,City Of Maasin,Bactul Ii,0.581,PH086407003
Southern Leyte,City Of Maasin,Bactul I,0.552,PH086407004
Southern Leyte,City Of Maasin,Badiang,1.264,PH086407005
Southern Leyte,City Of Maasin,Bagtican,0.675,PH086407006
Southern Leyte,City Of Maasin,Basak,0.78,PH086407007
Southern Leyte,City Of Maasin,Bato Ii,0.515,PH086407008
Southern Leyte,City Of Maasin,Bato I,0.708,PH086407009
Southern Leyte,City Of Maasin,Batuan,1.098,PH086407010
Southern Leyte,City Of Maasin,Baugo,0.559,PH086407011
Southern Leyte,City Of Maasin,Bilibol,1.095,PH086407012
Southern Leyte,City Of Maasin,Bogo,0.808,PH086407013
Southern Leyte,City Of Maasin,Cabadiangan,0.44,PH086407014
Southern Leyte,City Of Maasin,Cabulihan,1.258,PH086407015
Southern Leyte,City Of Maasin,Cagnituan,0.356,PH086407016
Southern Leyte,City Of Maasin,Cambooc,0.767,PH086407017
Southern Leyte,City Of Maasin,Cansirong,0.963,PH086407018
Southern Leyte,City Of Maasin,Canturing,1.138,PH086407019
Southern Leyte,City Of Maasin,Canyuom,0.639,PH086407020
Southern Leyte,City Of Maasin,Dongon,1.472,PH086407021
Southern Leyte,City Of Maasin,Gawisan,0.522,PH086407022
Southern Leyte,City Of Maasin,Guadalupe,1.702,PH086407023
Southern Leyte,City Of Maasin,Hanginan,0.8,PH086407024
Southern Leyte,City Of Maasin,Hantag,0.788,PH086407025
Southern Leyte,City Of Maasin,Hinapu Daku,0.942,PH086407026
Southern Leyte,City Of Maasin,Hinapu Gamay,0.871,PH086407027
Southern Leyte,City Of Maasin,Ibarra,4.346,PH086407028
Southern Leyte,City Of Maasin,Isagani,1.289,PH086407029
Southern Leyte,City Of Maasin,Laboon,1.604,PH086407030
Southern Leyte,City Of Maasin,Lanao,0.547,PH086407031
Southern Leyte,City Of Maasin,Libhu,1.785,PH086407032
Southern Leyte,City Of Maasin,Lonoy,0.764,PH086407033
Southern Leyte,City Of Maasin,Lunas,1.702,PH086407034
Southern Leyte,City Of Maasin,Mahayahay,1.223,PH086407035
Southern Leyte,City Of Maasin,Malapoc Norte,0.927,PH086407036
Southern Leyte,City Of Maasin,Malapoc Sur,0.451,PH086407037
Southern Leyte,City Of Maasin,Mambajao,1.948,PH086407038
Southern Leyte,City Of Maasin,Manhilo,1.661,PH086407039
Southern Leyte,City Of Maasin,Mantahan,4.106,PH086407040
Southern Leyte,City Of Maasin,Maria Clara,2.406,PH086407041
Southern Leyte,City Of Maasin,Matin-Ao,0.644,PH086407042
Southern Leyte,City Of Maasin,Nasaug,0.728,PH086407043
Southern Leyte,City Of Maasin,Nati,0.335,PH086407044
Southern Leyte,City Of Maasin,Nonok Norte,0.515,PH086407045
Southern Leyte,City Of Maasin,Nonok Sur,0.678,PH086407046
Southern Leyte,City Of Maasin,Panan-Awan,1.304,PH086407047
Southern Leyte,City Of Maasin,Pansaan,0.542,PH086407048
Southern Leyte,City Of Maasin,Pinascohan,0.552,PH086407049
Southern Leyte,City Of Maasin,Rizal,2.061,PH086407050
Southern Leyte,City Of Maasin,San Isidro,0.568,PH086407051
Southern Leyte,City Of Maasin,San Jose,1.102,PH086407052
Southern Leyte,City Of Maasin,San Rafael,1.862,PH086407053
Southern Leyte,City Of Maasin,Santa Cruz,0.871,PH086407054
Southern Leyte,City Of Maasin,Santa Rosa,0.228,PH086407055
Southern Leyte,City Of Maasin,Santo Niño,0.723,PH086407056
Southern Leyte,City Of Maasin,Santo Rosario,1.016,PH086407057
Southern Leyte,City Of Maasin,Soro-Soro,1.189,PH086407058
Southern Leyte,City Of Maasin,Tagnipa,3.266,PH086407059
Southern Leyte,City Of Maasin,Tam-Is,1.491,PH086407060
Southern Leyte,City Of Maasin,Tawid,0.932,PH086407061
Southern Leyte,City Of Maasin,Tigbawan,1.082,PH086407062
Southern Leyte,City Of Maasin,Tomoy-Tomoy,0.491,PH086407063
Southern Leyte,City Of Maasin,Tunga-Tunga,1.953,PH086407064
Southern Leyte,City Of Maasin,Acasia,0.343,PH086407065
Southern Leyte,City Of Maasin,Combado,5.854,PH086407066
Southern Leyte,City Of Maasin,Libertad,0.432,PH086407067
Southern Leyte,City Of Maasin,Lib-Og,1.58,PH086407068
Southern Leyte,City Of Maasin,Pasay,1.014,PH086407069
Southern Leyte,City Of Maasin,San Agustin,0.465,PH086407070
Southern Leyte,Macrohon,Aguinaldo,0.638,PH086408001
Southern Leyte,Macrohon,Amparo,1.732,PH086408002
Southern Leyte,Macrohon,Buscayan,0.691,PH086408003
Southern Leyte,Macrohon,Cambaro,0.378,PH086408004
Southern Leyte,Macrohon,Canlusay,0.288,PH086408005
Southern Leyte,Macrohon,Flordeliz,0.795,PH086408006
Southern Leyte,Macrohon,Ichon,3.801,PH086408007
Southern Leyte,Macrohon,Ilihan,0.848,PH086408008
Southern Leyte,Macrohon,Laray,0.953,PH086408009
Southern Leyte,Macrohon,Lower Villa Jacinta,0.872,PH086408010
Southern Leyte,Macrohon,Mabini,1.165,PH086408011
Southern Leyte,Macrohon,Mohon,0.467,PH086408012
Southern Leyte,Macrohon,Molopolo,1.216,PH086408013
Southern Leyte,Macrohon,Rizal,1.213,PH086408015
Southern Leyte,Macrohon,Salvador (Mangyang),0.545,PH086408016
Southern Leyte,Macrohon,San Isidro,0.357,PH086408017
Southern Leyte,Macrohon,San Joaquin,1.219,PH086408018
Southern Leyte,Macrohon,San Roque,1.385,PH086408019
Southern Leyte,Macrohon,Sindangan,0.772,PH086408021
Southern Leyte,Macrohon,Upper Villa Jacinta,0.831,PH086408022
Southern Leyte,Macrohon,Asuncion,1.052,PH086408023
Southern Leyte,Macrohon,Bagong Silang,0.145,PH086408024
Southern Leyte,Macrohon,Danao,0.257,PH086408025
Southern Leyte,Macrohon,Guadalupe,0.573,PH086408026
Southern Leyte,Macrohon,San Vicente Poblacion,0.469,PH086408027
Southern Leyte,Macrohon,Santo Niño,0.547,PH086408028
Southern Leyte,Macrohon,San Vicente (Upper San Roque),0.287,PH086408029
Southern Leyte,Macrohon,Santa Cruz,1.518,PH086408030
Southern Leyte,Macrohon,Santo Rosario,0.955,PH086408031
Southern Leyte,Macrohon,Upper Ichon,0.611,PH086408032
Southern Leyte,Malitbog,Abgao,0.702,PH086409001
Southern Leyte,Malitbog,Aurora,0.392,PH086409002
Southern Leyte,Malitbog,Benit,0.444,PH086409003
Southern Leyte,Malitbog,Caaga,0.482,PH086409004
Southern Leyte,Malitbog,Cabul-Anonan,0.541,PH086409005
Southern Leyte,Malitbog,Cadaruhan,0.492,PH086409006
Southern Leyte,Malitbog,Candatag,1.043,PH086409007
Southern Leyte,Malitbog,Cantamuac,0.545,PH086409008
Southern Leyte,Malitbog,Caraatan,0.24,PH086409009
Southern Leyte,Malitbog,Concepcion,0.662,PH086409010
Southern Leyte,Malitbog,Guinabonan,0.332,PH086409011
Southern Leyte,Malitbog,Iba,0.442,PH086409012
Southern Leyte,Malitbog,Lambonao,0.548,PH086409013
Southern Leyte,Malitbog,Maningning,0.362,PH086409014
Southern Leyte,Malitbog,Maujo,0.899,PH086409015
Southern Leyte,Malitbog,Pasil,0.826,PH086409016
Southern Leyte,Malitbog,Sabang,0.963,PH086409017
Southern Leyte,Malitbog,San Antonio,0.521,PH086409018
Southern Leyte,Malitbog,San Jose,1.401,PH086409019
Southern Leyte,Malitbog,San Roque,0.567,PH086409020
Southern Leyte,Malitbog,San Vicente,1.582,PH086409021
Southern Leyte,Malitbog,Sangahon,0.841,PH086409022
Southern Leyte,Malitbog,Santa Cruz,1.288,PH086409023
Southern Leyte,Malitbog,Taliwa,1.269,PH086409024
Southern Leyte,Malitbog,Tigbawan I,0.395,PH086409025
Southern Leyte,Malitbog,Tigbawan Ii,0.432,PH086409026
Southern Leyte,Malitbog,Timba,0.862,PH086409028
Southern Leyte,Malitbog,Asuncion,0.255,PH086409029
Southern Leyte,Malitbog,Cadaruhan Sur,0.413,PH086409030
Southern Leyte,Malitbog,Fatima,0.188,PH086409031
Southern Leyte,Malitbog,Juangon,1.138,PH086409032
Southern Leyte,Malitbog,Kauswagan,0.342,PH086409033
Southern Leyte,Malitbog,Mahayahay,0.475,PH086409034
Southern Leyte,Malitbog,New Katipunan,0.302,PH086409035
Southern Leyte,Malitbog,Pancil,0.388,PH086409036
Southern Leyte,Malitbog,San Isidro,0.209,PH086409037
Southern Leyte,Malitbog,Santo Niño,0.473,PH086409038
Southern Leyte,Padre Burgos,Buenavista,1.074,PH086410001
Southern Leyte,Padre Burgos,Bunga,0.53,PH086410002
Southern Leyte,Padre Burgos,Laca,0.708,PH086410003
Southern Leyte,Padre Burgos,Lungsodaan,0.941,PH086410005
Southern Leyte,Padre Burgos,Poblacion,1.188,PH086410007
Southern Leyte,Padre Burgos,San Juan,1.022,PH086410010
Southern Leyte,Padre Burgos,Santa Sofia,1.865,PH086410011
Southern Leyte,Padre Burgos,Santo Rosario,0.894,PH086410012
Southern Leyte,Padre Burgos,Cantutang,1.062,PH086410014
Southern Leyte,Padre Burgos,Dinahugan,0.761,PH086410015
Southern Leyte,Padre Burgos,Tangkaan,1.114,PH086410016
Southern Leyte,Pintuyan,Badiang,0.319,PH086411001
Southern Leyte,Pintuyan,Balongbalong,0.142,PH086411002
Southern Leyte,Pintuyan,Buenavista,0.476,PH086411003
Southern Leyte,Pintuyan,Bulawan,0.225,PH086411004
Southern Leyte,Pintuyan,Canlawis,0.355,PH086411005
Southern Leyte,Pintuyan,Catbawan,0.782,PH086411006
Southern Leyte,Pintuyan,Caubang,0.358,PH086411007
Southern Leyte,Pintuyan,Cogon,0.401,PH086411008
Southern Leyte,Pintuyan,Dan-An,0.489,PH086411009
Southern Leyte,Pintuyan,Lobo,0.307,PH086411011
Southern Leyte,Pintuyan,Mainit,0.287,PH086411012
Southern Leyte,Pintuyan,Manglit,0.627,PH086411013
Southern Leyte,Pintuyan,Nueva Estrella Sur,0.415,PH086411014
Southern Leyte,Pintuyan,Poblacion Ibabao,0.374,PH086411015
Southern Leyte,Pintuyan,Poblacion Ubos,0.559,PH086411016
Southern Leyte,Pintuyan,Ponod,0.698,PH086411017
Southern Leyte,Pintuyan,Son-Ok I,0.644,PH086411019
Southern Leyte,Pintuyan,Tautag,0.327,PH086411020
Southern Leyte,Pintuyan,Nueva Estrella Norte,0.409,PH086411021
Southern Leyte,Pintuyan,Pociano D. Equipilag,0.396,PH086411023
Southern Leyte,Pintuyan,San Roque,0.559,PH086411024
Southern Leyte,Pintuyan,Santa Cruz,0.627,PH086411025
Southern Leyte,Pintuyan,Son-Ok Ii,0.426,PH086411026
Southern Leyte,Saint Bernard,Atuyan,0.467,PH086412001
Southern Leyte,Saint Bernard,Ayahag,0.417,PH086412002
Southern Leyte,Saint Bernard,Bantawon,0.228,PH086412003
Southern Leyte,Saint Bernard,Bolodbolod,1.275,PH086412004
Southern Leyte,Saint Bernard,Nueva Esperanza (Cabac-An),0.107,PH086412005
Southern Leyte,Saint Bernard,Cabagawan,1.264,PH086412006
Southern Leyte,Saint Bernard,Carnaga,0.923,PH086412007
Southern Leyte,Saint Bernard,Catmon,2.548,PH086412008
Southern Leyte,Saint Bernard,Guinsaugon,0.047,PH086412009
Southern Leyte,Saint Bernard,Himatagon,1.748,PH086412010
Southern Leyte,Saint Bernard,Himbangan,2.661,PH086412011
Southern Leyte,Saint Bernard,Himos-Onan,0.702,PH086412012
Southern Leyte,Saint Bernard,Hindag-An,1.605,PH086412013
Southern Leyte,Saint Bernard,Kauswagan,0.028,PH086412014
Southern Leyte,Saint Bernard,Libas,0.411,PH086412015
Southern Leyte,Saint Bernard,Lipanto,1.276,PH086412016
Southern Leyte,Saint Bernard,Magatas,0.088,PH086412017
Southern Leyte,Saint Bernard,Magbagacay,2.441,PH086412018
Southern Leyte,Saint Bernard,Mahayag,0.662,PH086412019
Southern Leyte,Saint Bernard,Mahayahay,1.701,PH086412020
Southern Leyte,Saint Bernard,Malibago,1.557,PH086412021
Southern Leyte,Saint Bernard,Malinao,0.042,PH086412022
Southern Leyte,Saint Bernard,Panian,1.335,PH086412023
Southern Leyte,Saint Bernard,San Isidro,1.953,PH086412024
Southern Leyte,Saint Bernard,Santa Cruz,0.313,PH086412025
Southern Leyte,Saint Bernard,Sug-Angon,0.382,PH086412026
Southern Leyte,Saint Bernard,Tabontabon,0.312,PH086412027
Southern Leyte,Saint Bernard,Tambis I,0.882,PH086412028
Southern Leyte,Saint Bernard,Tambis Ii,0.94,PH086412029
Southern Leyte,Saint Bernard,Hinabian,0.099,PH086412030
Southern Leyte,San Francisco,Anislagon,0.369,PH086413001
Southern Leyte,San Francisco,Bongbong,0.761,PH086413002
Southern Leyte,San Francisco,Central,1.285,PH086413003
Southern Leyte,San Francisco,Dakit,1.015,PH086413004
Southern Leyte,San Francisco,Habay,0.562,PH086413005
Southern Leyte,San Francisco,Marayag,0.793,PH086413006
Southern Leyte,San Francisco,Napantao,0.984,PH086413007
Southern Leyte,San Francisco,Pinamudlan,0.737,PH086413008
Southern Leyte,San Francisco,Santa Paz Norte,0.725,PH086413009
Southern Leyte,San Francisco,Santa Paz Sur,0.451,PH086413010
Southern Leyte,San Francisco,Sudmon,0.621,PH086413011
Southern Leyte,San Francisco,Tinaan,0.525,PH086413012
Southern Leyte,San Francisco,Tuno,0.631,PH086413013
Southern Leyte,San Francisco,Ubos,1.005,PH086413014
Southern Leyte,San Francisco,Bongawisan,0.331,PH086413015
Southern Leyte,San Francisco,Causi,0.345,PH086413016
Southern Leyte,San Francisco,Gabi,0.453,PH086413017
Southern Leyte,San Francisco,Cahayag,0.339,PH086413018
Southern Leyte,San Francisco,Malico,0.323,PH086413019
Southern Leyte,San Francisco,Pasanon,0.445,PH086413020
Southern Leyte,San Francisco,Punta,0.099,PH086413021
Southern Leyte,San Francisco,Santa Cruz,0.637,PH086413022
Southern Leyte,San Juan (Cabalian),Agay-Ay,0.596,PH086414001
Southern Leyte,San Juan (Cabalian),Basak,1.297,PH086414002
Southern Leyte,San Juan (Cabalian),Bobon A,0.401,PH086414003
Southern Leyte,San Juan (Cabalian),Dayanog,0.84,PH086414004
Southern Leyte,San Juan (Cabalian),Santa Filomena,0.402,PH086414005
Southern Leyte,San Juan (Cabalian),Garrido,0.437,PH086414006
Southern Leyte,San Juan (Cabalian),Minoyho,1.035,PH086414007
Southern Leyte,San Juan (Cabalian),Pong-Oy,1.065,PH086414008
Southern Leyte,San Juan (Cabalian),San Jose,0.934,PH086414009
Southern Leyte,San Juan (Cabalian),San Vicente,0.661,PH086414010
Southern Leyte,San Juan (Cabalian),Santa Cruz,1.14,PH086414011
Southern Leyte,San Juan (Cabalian),Santo Niño,1.962,PH086414012
Southern Leyte,San Juan (Cabalian),Somoje,0.698,PH086414013
Southern Leyte,San Juan (Cabalian),Sua,0.659,PH086414014
Southern Leyte,San Juan (Cabalian),Timba,0.464,PH086414015
Southern Leyte,San Juan (Cabalian),Osao,1.395,PH086414016
Southern Leyte,San Juan (Cabalian),San Roque,0.591,PH086414017
Southern Leyte,San Juan (Cabalian),Bobon B,0.335,PH086414018
Southern Leyte,San Ricardo,Benit,0.753,PH086415001
Southern Leyte,San Ricardo,Bitoon,0.292,PH086415002
Southern Leyte,San Ricardo,Cabutan,0.412,PH086415003
Southern Leyte,San Ricardo,Camang,0.513,PH086415004
Southern Leyte,San Ricardo,Esperanza,0.937,PH086415005
Southern Leyte,San Ricardo,Pinut-An,2.036,PH086415007
Southern Leyte,San Ricardo,Poblacion,0.74,PH086415008
Southern Leyte,San Ricardo,San Antonio (Alangalang),0.617,PH086415009
Southern Leyte,San Ricardo,San Ramon,0.418,PH086415010
Southern Leyte,San Ricardo,Saub,0.638,PH086415011
Southern Leyte,San Ricardo,Timba,0.391,PH086415012
Southern Leyte,San Ricardo,Esperanza Dos,1.301,PH086415013
Southern Leyte,San Ricardo,Kinachawa,0.512,PH086415014
Southern Leyte,San Ricardo,Inolinan,0.654,PH086415015
Southern Leyte,San Ricardo,Looc,0.286,PH086415016
Southern Leyte,Silago,Balagawan,0.85,PH086416002
Southern Leyte,Silago,Catmon,0.141,PH086416003
Southern Leyte,Silago,Pob. District I,1.286,PH086416004
Southern Leyte,Silago,Pob. District Ii,1.439,PH086416005
Southern Leyte,Silago,Hingatungan,2.184,PH086416006
Southern Leyte,Silago,Katipunan,0.728,PH086416007
Southern Leyte,Silago,Laguma,0.795,PH086416008
Southern Leyte,Silago,Mercedes,1.824,PH086416009
Southern Leyte,Silago,Puntana,0.322,PH086416010
Southern Leyte,Silago,Salvacion,0.652,PH086416011
Southern Leyte,Silago,Sap-Ang,0.65,PH086416012
Southern Leyte,Silago,Sudmon,0.511,PH086416013
Southern Leyte,Silago,Tuba-On,0.479,PH086416014
Southern Leyte,Silago,Tubod,0.964,PH086416015
Southern Leyte,Silago,Imelda,0.291,PH086416016
Southern Leyte,Sogod,Benit,0.154,PH086417001
Southern Leyte,Sogod,Buac Daku,0.116,PH086417002
Southern Leyte,Sogod,Buac Gamay,0.721,PH086417003
Southern Leyte,Sogod,Cabadbaran,0.218,PH086417004
Southern Leyte,Sogod,Concepcion,1.557,PH086417005
Southern Leyte,Sogod,Consolacion,1.101,PH086417006
Southern Leyte,Sogod,Dagsa,0.525,PH086417007
Southern Leyte,Sogod,Hibod-Hibod,0.426,PH086417008
Southern Leyte,Sogod,Hindangan,0.153,PH086417009
Southern Leyte,Sogod,Hipantag,0.248,PH086417010
Southern Leyte,Sogod,Javier,0.802,PH086417011
Southern Leyte,Sogod,Kahupian,1.509,PH086417012
Southern Leyte,Sogod,Kanangkaan,0.379,PH086417013
Southern Leyte,Sogod,Kauswagan,0.44,PH086417014
Southern Leyte,Sogod,La Purisima Concepcion,1.245,PH086417015
Southern Leyte,Sogod,Libas,1.858,PH086417016
Southern Leyte,Sogod,Lum-An,0.151,PH086417017
Southern Leyte,Sogod,Mabicay,0.914,PH086417018
Southern Leyte,Sogod,Mac,2.111,PH086417019
Southern Leyte,Sogod,Magatas,1.485,PH086417020
Southern Leyte,Sogod,Mahayahay,0.996,PH086417021
Southern Leyte,Sogod,Malinao,0.696,PH086417022
Southern Leyte,Sogod,Maria Plana,0.258,PH086417023
Southern Leyte,Sogod,Milagroso,0.669,PH086417024
Southern Leyte,Sogod,Pancho Villa,1.137,PH086417025
Southern Leyte,Sogod,Pandan,1.684,PH086417026
Southern Leyte,Sogod,Zone I,1.641,PH086417027
Southern Leyte,Sogod,Zone Ii,0.846,PH086417028
Southern Leyte,Sogod,Zone Iii,2.174,PH086417029
Southern Leyte,Sogod,Zone Iv,0.406,PH086417030
Southern Leyte,Sogod,Zone V,4.426,PH086417031
Southern Leyte,Sogod,Rizal,1.909,PH086417032
Southern Leyte,Sogod,Salvacion,0.724,PH086417033
Southern Leyte,Sogod,San Francisco Mabuhay,0.31,PH086417034
Southern Leyte,Sogod,San Isidro,1.157,PH086417035
Southern Leyte,Sogod,San Jose,1.528,PH086417036
Southern Leyte,Sogod,San Juan (Agata),0.723,PH086417037
Southern Leyte,Sogod,San Miguel,1.969,PH086417038
Southern Leyte,Sogod,San Pedro,2.172,PH086417039
Southern Leyte,Sogod,San Roque,1.735,PH086417040
Southern Leyte,Sogod,San Vicente,0.205,PH086417041
Southern Leyte,Sogod,Santa Maria,0.2,PH086417042
Southern Leyte,Sogod,Suba,1.272,PH086417043
Southern Leyte,Sogod,Tampoong,2.1,PH086417044
Southern Leyte,Sogod,Olisihan,0.502,PH086417045
Southern Leyte,Tomas Oppus,Anahawan,0.425,PH086418001
Southern Leyte,Tomas Oppus,Banday,0.568,PH086418002
Southern Leyte,Tomas Oppus,Bogo,1.022,PH086418003
Southern Leyte,Tomas Oppus,Cabascan,0.371,PH086418004
Southern Leyte,Tomas Oppus,Camansi,0.382,PH086418005
Southern Leyte,Tomas Oppus,Cambite,0.821,PH086418006
Southern Leyte,Tomas Oppus,Canlupao,0.695,PH086418007
Southern Leyte,Tomas Oppus,Carnaga,0.446,PH086418008
Southern Leyte,Tomas Oppus,Cawayan,0.795,PH086418009
Southern Leyte,Tomas Oppus,Hinagtikan,0.394,PH086418010
Southern Leyte,Tomas Oppus,Hinapo,0.623,PH086418011
Southern Leyte,Tomas Oppus,Hugpa,0.338,PH086418012
